priority,orgao,type,issue,original_value,current_value,confidence
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,BCB,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,CADE,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Implementação do PPSI,Implementação do PPSI,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Implementação do PPSI,Implementação do PPSI,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Implementação do PPSI,Implementação do PPSI,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Implementação do PPSI,Implementação do PPSI,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Implementação do PPSI,Implementação do PPSI,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Implementação do PPSI,Implementação do PPSI,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Implementação do PPSI,Implementação do PPSI,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Implantação da Experiência LabQ,Implantação da Experiência LabQ,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Implementação do VLIBRAS,Implementação do VLIBRAS,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Implantação do Design System,Implantação do Design System,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Implantação do Design System,Implantação do Design System,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Implantação do Design System,Implantação do Design System,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Implantação do Design System,Implantação do Design System,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Implantação do Design System,Implantação do Design System,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Implantação do Design System,Implantação do Design System,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Implantação do Design System,Implantação do Design System,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Pagtesouro,Integração ao Pagtesouro,high
3,CADE,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Migração de APPs móveis para a loja do Gov.br,Migração de APPs móveis para a loja do Gov.br,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Governança e Gestão de Dados',Integração à base de dados (OUTROS),Integração à base de dados,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Governança e Gestão de Dados',Integração à base de dados (OUTROS),Integração à base de dados,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Governança e Gestão de Dados',Integração à base de dados (OUTROS),Integração à base de dados,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Governança e Gestão de Dados',Integração à base de dados (OUTROS),Integração à base de dados,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Governança e Gestão de Dados',Integração à base de dados (OUTROS),Integração à base de dados,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Governança e Gestão de Dados',Integração à base de dados (OUTROS),Integração à base de dados,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Governança e Gestão de Dados',Integração à base de dados (OUTROS),Integração à base de dados,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Governança e Gestão de Dados',Integração à base de dados (OUTROS),Integração à base de dados,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Governança e Gestão de Dados',Integração à base de dados (OUTROS),Integração à base de dados,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Governança e Gestão de Dados',Integração à base de dados (OUTROS),Integração à base de dados,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,produto Outros; eixo corrigido: '' → 'Projetos Especiais',Outros,Outros,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Implementação do PPSI,Implementação do PPSI,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Implementação do PPSI,Implementação do PPSI,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Implementação do PPSI,Implementação do PPSI,high
3,CAPES,delivery,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Implementação do PPSI,Implementação do PPSI,high
