orgao_sigla,entry_type,field,original_value,current_value,eixo_original,eixo_normalizado,confidence,review_reason,servico_acao,tabela_tipo
MDHC,delivery,produto / eixo,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',(PPSI) - Ciclo 2,pactuada
MDHC,delivery,produto / eixo,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',(PPSI) - Ciclo 3,pactuada
MDHC,delivery,produto / eixo,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',(PPSI) - Ciclo 4,pactuada
MDHC,delivery,produto / eixo,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',(PPSI) - Ciclo 5,pactuada
MDHC,delivery,produto / eixo,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',(PPSI) - Ciclo 6,pactuada
MDHC,delivery,produto / eixo,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',(PPSI) - Ciclo 7,pactuada
MDHC,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Informação (PPSI) - Ciclo 1,pactuada
MDHC,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Informação (PPSI) - Ciclo 2,pactuada
MDHC,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Informação (PPSI) - Ciclo 3,pactuada
MDHC,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Informação (PPSI) - Ciclo 4,pactuada
MDHC,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Informação (PPSI) - Ciclo 5,pactuada
MDHC,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Informação (PPSI) - Ciclo 6,pactuada
MDHC,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',Informação (PPSI) - Ciclo 7,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Aderir ao Cadastro das Centrais de Intérprete de Libras,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Aderir ao Plano Nacional Novo Viver sem Limite,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Aderir ao Programa de Equipagem do MDHC,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Aderir ao Reconecta Direitos Humanos,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Consultar Observatório Nacional dos Direitos Humanos,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Denunciar violação de direitos humanos,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Internacionais de Direitos Humanos,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Participar de Conferências do MDHC,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Registrar Ameaça de Morte contra Criança e Adolescente,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Testemunhas,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',do Espectro Autista,pactuada
MDHC,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',sobre o Atendimento Socioeducativo,pactuada
MDHC,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Aderir ao Programa Envelhecimento Ativo e Saudável,pactuada
MDHC,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Participar de Conferências do MDHC,pactuada
MDHC,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Registrar Ameaça de Morte contra Criança e Adolescente,pactuada
MDHC,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',da criança e do adolescente,pactuada
MDHC,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',da criança e do adolescente,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,(PPDDH),pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Acompanhar requerimentos de Anistia Política,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Aderir ao Cadastro das Centrais de Intérprete de Libras,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Aderir ao Plano Nacional Novo Viver sem Limite,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Aderir ao Programa de Equipagem do MDHC,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Aderir ao Reconecta Direitos Humanos,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Consultar Observatório Nacional dos Direitos Humanos,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Denunciar violação de direitos humanos,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Humanos e da Cidadania,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Internacionais de Direitos Humanos,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Participar de Conferências do MDHC,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Receber assistência e proteção a testemunhas (PROVITA),pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Registrar Ameaça de Morte contra Criança e Adolescente,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Registrar Ameaça de Morte contra Criança e Adolescente,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Testemunhas,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,compulsórios de Hanseníase,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,da criança e do adolescente,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,do Espectro Autista,pactuada
MDHC,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,sobre o Atendimento Socioeducativo,pactuada
MDHC,delivery,produto / eixo,Realização de Autodiagnóstico de Qualidade,Realização de Autodiagnóstico de Qualidade,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Realizar autodiagnóstico,pactuada
MDHC,delivery,produto / eixo,Realização de Autodiagnóstico de Qualidade,Realização de Autodiagnóstico de Qualidade,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Realizar autodiagnóstico,pactuada
MDHC,delivery,produto / eixo,Realização de Autodiagnóstico de Qualidade,Realização de Autodiagnóstico de Qualidade,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Realizar autodiagnóstico,pactuada
MDHC,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisar a Carta de Serviço do MDHC,pactuada
MDHC,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisar a Carta de Serviço do MDHC,pactuada
MDHC,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisar a Carta de Serviço do MDHC,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',(Pró-DH),pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Acompanhar requerimentos de Anistia Política,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Aderir ao Cadastro das Centrais de Intérprete de Libras,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Aderir ao Plano Nacional Novo Viver sem Limite,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Aderir ao Programa Envelhecimento Ativo e Saudável,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Aderir ao Programa de Equipagem do MDHC,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Aderir ao Pró-DH – Conselho Tutelar (Pró-DH),pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Aderir ao Reconecta Direitos Humanos,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Aderir à Estratégia Brasil Amigo da Pessoa Idosa (Sisbapi),pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Consultar Observatório Nacional dos Direitos Humanos,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Denunciar violação de direitos humanos,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Internacionais de Direitos Humanos,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Participar de Conferências do MDHC,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Registrar Ameaça de Morte contra Criança e Adolescente,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Testemunhas,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',compulsórios de Hanseníase,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',da criança e do adolescente,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',do Espectro Autista,pactuada
MDHC,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',sobre o Atendimento Socioeducativo,pactuada
MDHC,delivery,produto / eixo,Migração de APPs móveis para a loja do Gov.br,Migração de APPs móveis para a loja do Gov.br,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Registrar Ameaça de Morte contra Criança e Adolescente,pactuada
MDHC,delivery,produto / eixo,Migração de APPs móveis para a loja do Gov.br,Migração de APPs móveis para a loja do Gov.br,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',disponíveis no Brasil para pessoas brasileiras e migrantes,pactuada
MDIC,delivery,produto / eixo,Integração à base de dados (OUTROS),Integração à base de dados,Governança e Gestão de Dados,Governança e Gestão de Dados,medium,fuzzy=0.85,,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,Criação de Plataforma/Ferramenta digital de suporte ao Observatório da Bioindústria,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,Desenvolvimento da Plataforma da Janela Única de Investimentos,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,Desenvolvimento de nova versão Sistema de Garantias Públicas,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,Desenvolvimento do Portal de Boas Práticas Regulatórias,pactuada
MDIC,delivery,produto / eixo,Outros,Outros,Projetos Especiais,Projetos Especiais,high,produto Outros,Evolução da Plataforma do Monitor de Investimentos Nível Sunbacional,pactuada
MDIC,delivery,produto / eixo,Implantação do Design System,Implantação do Design System,Serviços Digitais e Melhoria da Qualidade,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: 'Serviços Digitais e Melhoria da Qualidade' → 'Unificação de Canais Digitais',Plataforma do Monitor de Investimentos,pactuada
MEMP,delivery,produto / eixo,Integração à base de dados (OUTROS),Integração à base de dados,,Governança e Gestão de Dados,medium,,(SICAB),pactuada
MEMP,delivery,produto / eixo,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',PPSI Ciclo 3,pactuada
MEMP,delivery,produto / eixo,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',PPSI Ciclo 4,pactuada
MEMP,delivery,produto / eixo,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',PPSI Ciclo 5,pactuada
MEMP,delivery,produto / eixo,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',PPSI Ciclo 6,pactuada
MEMP,delivery,produto / eixo,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',PPSI Ciclo 7,pactuada
MEMP,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',PPSI Ciclo 3,pactuada
MEMP,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',PPSI Ciclo 4,pactuada
MEMP,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',PPSI Ciclo 5,pactuada
MEMP,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',PPSI Ciclo 6,pactuada
MEMP,delivery,produto / eixo,Implementação do PPSI,Implementação do PPSI,,Segurança e Privacidade,high,eixo corrigido por cross-validation: '' → 'Segurança e Privacidade',PPSI Ciclo 7,pactuada
MEMP,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',APP Portal do Empreendedor,pactuada
MEMP,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Brasileiro,pactuada
MEMP,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Contrata+Brasil do Microempreendedor Individual,pactuada
MEMP,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Empresas (CNE),pactuada
MEMP,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',e serviços digitais,pactuada
MEMP,delivery,produto / eixo,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',pequenos negócios e registro e legalização de empresas,pactuada
MEMP,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',,pactuada
MEMP,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Cadastrais do Artesanato Brasileiro - SICAB),pactuada
MEMP,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Cadastrar Microempreendedor individual,pactuada
MEMP,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Microempreendedor Individual,pactuada
MEMP,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',de Produtos e Serviços Financeiros para MEIs e MPEs,pactuada
MEMP,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',unificado denominado Portal Nacional da REDESIM (PNR),pactuada
MEMP,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,APP Portal do Empreendedor,pactuada
MEMP,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Brasileiro,pactuada
MEMP,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Cadastrais do Artesanato Brasileiro - SICAB),pactuada
MEMP,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Cadastrar Microempreendedor Individual (MEI),pactuada
MEMP,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Comerciais,pactuada
MEMP,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Empresas (CNE),pactuada
MEMP,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Microempreendedor Individual,pactuada
MEMP,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Pequeno Porte,pactuada
MEMP,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,Realizar a baixa do CNPJ de Microempreendedor Individual,pactuada
MEMP,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,medium,,pequenos negócios,pactuada
