orgao_sigla,entry_type,field,original_value,current_value,eixo_original,eixo_normalizado,confidence,review_reason,servico_acao,tabela_tipo
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',"13498 Alterar Autorização para uso Compassivo, Acesso Expandido e Fornecimento pós-estudo de Medicamentos e Produtos Biológicos",pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',"13499 Cancelar Autorização para uso Compassivo, Acesso Expandido e Fornecimento pós-estudo de Medicamentos e Produtos Biológicos",pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13500 Cancelar Dossiê Específico de Ensaio Clínico (DEEC) de Medicamentos e Produtos Biológicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13500 Cancelar Dossiê Específico de Ensaio Clínico (DEEC) de Medicamentos e Produtos Biológicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13517 Alterar Dossiê Específico de Ensaio Clinico (DEEC) de Medicamentos e Produtos Biológicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13517 Alterar Dossiê Específico de Ensaio Clinico (DEEC) de Medicamentos e Produtos Biológicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13518 Apresentar Plano de Gerenciamento de Risco/Plano de Minimização de Risco de Medicamentos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13519 Cancelar Anuência em Dossiê de Desenvolvimento Clínico de Medicamentos e Produtos Biológicos (DDCM),pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13520 Cancelar certificação OEA-Integrado Anvisa,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13521 Solicitar Autorização de Dossiê Específico de Ensaio Clínico (DEEC) de Medicamentos e Produtos Biológicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13522 Solicitar Avaliação de Estudos de Interação Farmacocinética para Anuência em Ensaios Clínicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13523 Solicitar certificação OEA-Integrado Anvisa,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13546 Solicitar transferência de titularidade de produtos biológicos e radiofármacos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13547 Solicitar regularização de radiofármaco notificado,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13548 Solicitar atualização da lista de radiofármacos passíveis de apresentarem dados de literatura para comprovação da segurança e eficácia,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13549 Obter Autorização para Fins de Exclusivo de Exportação de Produtos Biológicos e Radiofármacos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13550 Cancelar regularização de radiofármaco notificado,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13552 Apresentar Recurso Administrativo – 1ª Instância - Produtos Biológicos e Radiofármacos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13553 Alterar regularização de radiofármaco notificado,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13554 Cancelar Registro de Produtos Biológicos e Radiofármacos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13559 Alterar Certificação de Boas Práticas de Fabricação (CBPF) de Gases Medicinais,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13560 Alterar Certificação de Boas Práticas de Distribuição e Armazenagem (CBPDA) de Dispositivos Médicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13561 Atualizar Certificação de Boas Práticas (CBPDA e CBPF) de Gases medicinais por operações societárias ou comerciais,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13562 Cancelar Certificação de Boas Práticas de Fabricação (CBPF) de Saneantes,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13563 Cancelar Certificação de Boas Práticas de Fabricação (CBPF) de Cosméticos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13564 Cancelar Certificação de Boas Práticas de Distribuição e Armazenagem (CBPDA) de Medicamentos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13565 Cancelar Certificação de Boas Práticas de Fabricação (CBPF) de Insumos Farmaceuticos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13566 Cancelar Certificação de Boas Práticas de Distribuição e Armazenagem (CBPDA) de Insumos Farmaceuticos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13567 Cancelar Certificação de Boas Práticas de Fabricação (CBPF) de Gases Medicinais,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13568 Cancelar Certificação de Boas Práticas de Fabricação (CBPF) de Dispositivos Medicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13569 Cancelar Certificação de Boas Práticas de Distribuição e Armazenagem (CBPDA) de Dispositivos Médicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13570 Enviar Relatório de Inspeção à Anvisa,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13571 Enviar Relatório de Recolhimento de Medicamentos à Anvisa,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13572 Notificar de Terceirização de Etapas de Produção e Controle de Qualidade de Saneantes,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13573 Enviar Relatório de Recolhimento de Alimentos à Anvisa,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13574 Notificar de Terceirização de Etapas de Produção e Controle de Qualidade de Cosmeticos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13575 Obter Certificação de Boas Práticas de Fabricação (CBPF) de Gases Medicinais,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13576 Renovar Certificação de Boas Práticas de Distribuição e Armazenagem (CBPDA) de Insumos Farmacêuticos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13577 Renovar Certificação de Boas Práticas de Fabricação (CBPF) de Gases Medicinais,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13578 Enviar Plano de Ações Corretivas e Ações Sanitárias Padronizadas de Medicamentos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13579 Enviar Plano de Ações Corretivas e Ações Sanitárias Padronizadas de Insumos Farmacêuticos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13580 Enviar Plano de Ações Corretivas e Ações Sanitárias Padronizadas em Dispositivos Médicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13583 Solicitar Registro de Produtos Biológicos e Radiofármacos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13584 Alterar Registro de Produtos Biológicos e Radiofármacos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13587 Renovar Registro de Produtos Biológicos e Radiofármacos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13588 Apresentar Recurso Administrativo – 1ª Instância - Medicamentos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13589 Alterar Certificação de Boas Práticas de Distribuição e Armazenagem (CBPDA) de Medicamentos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',"13593 Emitir Certidão ou Certificado de Registro de Medicamentos, Produtos Biológicos e Radiofármacos",pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13594 Solicitar Desvinculação de Produto Biológico e Radiofármaco Clone,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13602 Alterar cadastro de insumo farmacêutico ativo,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13603 Alterar Registro de Medicamentos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13604 Cadastrar Insumo Farmacêutico Ativo,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13619 Solicitar Vinculação de CADIFA,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13621 Solicitar Desvinculação de Medicamento Clone,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13622 Solicitar Cadastro de Produto Fumígeno Derivado do Tabaco Exclusivo para Exportação,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13623 Solicitar Avaliação de Segurança de Nitrosaminas,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13624 Solicitar Avaliação de Protocolo de Gerenciamento de Mudanças Pós-Registro (PGMP),pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13625 Solicitar Avaliação de Protocolo de Estudo de Equivalência Terapêutica,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13628 Renovar Registro de Produtos Fumígenos Derivados do Tabaco,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13629 Renovar Registro de Medicamentos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13630 Renovar Cadastro de Produto Fumígeno Derivado do Tabaco Exclusivo para Exportação,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13633 Manifestar Interesse na Continuidade de Comercialização de Medicamentos Notificados,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13633 Manifestar Interesse na Continuidade de Comercialização de Medicamentos Notificados,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',"13634 Disponibilizar informações no bulário de Medicamentos, Produtos Biológicos e Radiofármacos",pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',"13635 Disponibilizar informações no rotulário de  Medicamentos, Produtos Biológicos e Radiofármacos",pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13638 Cadastrar Tabaco Beneficiado,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13641 Solicitar Anuência de Investigação Clínica de Dispositivos Médicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13643 Emitir Certidão de Exportação de Medicamentos Notificados,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13645 Cancelar Anuência de Investigação Clínica de Dispositivos Médicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13652 Manifestar interesse em continuar comercializando cosméticos isento de registro,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13653 Emitir Certidão ou Certificado de Regularização de Cosméticos Isentos de Registro,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13654 Cancelar regularização de cosméticos isentos de registro,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13655 Alterar regularização de cosméticos isentos de registro,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',"13786 Solicitar Autorização para uso Compassivo, Acesso Expandido e Fornecimento de Produtos de Terapias Avançadas",pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13788 Solicitar Anuência em Dossiê de Desenvolvimento Clínico de Produtos de Terapias Avançadas (DDCTA),pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13789 Emitir Certidão ou Certificado de Registro de Produtos de Terapias Avançadas,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',"13791 Cancelar Autorização para Uso Compassivo, Acesso Expandido e Fornecimento pós-estudo de Produtos de Terapias Avançadas",pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13792 Cancelar Anuência em Dossiê de Desenvolvimento Clínico de Produtos de Terapias Avançadas (DDCTA),pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',"13794 Alterar Autorização para Uso Compassivo, Acesso Expandido e Fornecimento pós-estudo de Produtos de Terapias Avançadas",pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',13795 Alterar Anuência em Dossiê de Desenvolvimento Clínico de Produtos de Terapias Avançadas (DDCTA),pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',"2259 Solicitar Autorização para uso Compassivo, Acesso Expandido e Fornecimento de Medicamentos e Produtos Biológicos pós-estudo",pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',2263 Emitir Certidão ou Certificado de Registro de Cosméticos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',2611 Solicitar Anuência em Dossiê de Desenvolvimento Clínico de Medicamentos (DDCM) e Produtos Biológicos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',2618 Solicitar Registro de Medicamentos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',2619 Solicitar Registro de Produtos Fumígenos Derivados do Tabaco,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',2623 Solicitar regularização de cosméticos isentos de registro,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',9952 Emitir Certidão ou Certificado de Registro de Saneantes,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Alterar Autorização para Transporte Interestadual de Sangue,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Alterar Habilitação para Importar Gametas e Embriões Humanos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Cancelar Autorização para Transporte Interestadual de Sangue,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Cancelar Habilitação para Importar Gametas e Embriões Humanos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Comunicar o uso de produto de terapia avançada não passível de registro,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Emitir Certidão ou Certificado de  Regularização de Alimentos Isentos de Registro,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Emitir Certidão ou Certificado de Medicamento Isento de Registro,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Emitir Certidão ou Certificado de Registro de Alimentos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Informar recolhimento de produtos sujeitos à vigilância sanitária,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Renovar Autorização para Transporte Interestadual de Sangue,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Renovar Habilitação para Importar Gametas e Embriões Humanos,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Solicitar Anuência para Exportar Material de Partida para a Fabricação de Produto de Terapia Avançada,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Solicitar Transferência de Titularidade Produtos de Terapias Avançadas,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Solicitar autorização para esgotamento de estoque,pactuada
ANVISA,delivery,produto / eixo,Integração ao Pagtesouro,Integração ao Pagtesouro,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Solicitar autorização para uso de produto de terapia avançada não passível de registro,pactuada
ANVISA,delivery,produto / eixo,Integração com Assinatura Digital Gov.br,Integração com Assinatura Digital Gov.br,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',10015 Alterar Autorização de Funcionamento ou Autorização Especial – Medicamentos e Insumos,pactuada
ANVISA,delivery,produto / eixo,Integração com Assinatura Digital Gov.br,Integração com Assinatura Digital Gov.br,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',10016 Alterar Autorização de Funcionamento – Saneantes,pactuada
