orgao_sigla,servico_acao,produto_original,produto_normalizado,produto_score,eixo_original,eixo_normalizado,data_pactuada,confidence
MINC,Solicitar Empréstimo de Materiais Audiovisuais do Acervo da Cinemateca Brasileira para Exibição,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Obter Duplicação de materiais fílmicos e não fílmicos da Cinemateca Brasileira,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Solicitação de status de preservação de filmes (Cinemateca Brasileira),Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Depositar materiais audiovisuais no acervo do Centro Técnico Audiovisual - CTAv,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Consultar listagem de materiais depositados na cinemateca Brasileira,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Assistir a filmes nas salas da Cinemateca Brasileira,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Obter Licenciamento de Conteúdo de Titularidade da Cinemateca Brasileira - CB,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Obter análise técnica detalhada de materiais (Cinemateca Brasileira),Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Solicitar Empréstimo de Materiais Não Fílmicos do Acervo da Cinemateca Brasileira,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,,,high
MINC,,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,,,high
MINC,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MINC,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MINC,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MINC,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MINC,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MINC,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MINC,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MINC,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MINC,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MINC,,Migração de Portal Institucional,Migração de Portal Institucional,1.0,,,,high
MINC,,Migração de Portal Institucional,Migração de Portal Institucional,1.0,,,,high
MINC,,Migração de Portal Institucional,Migração de Portal Institucional,1.0,,,,high
MINC,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MINC,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MINC,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MINC,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MINC,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MINC,,Migração de Portal Institucional,Migração de Portal Institucional,1.0,,,,high
MINC,,Migração de Portal Institucional,Migração de Portal Institucional,1.0,,,,high
MINC,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MINC,,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MINC,,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MINC,,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MINC,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MINC,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MINC,,Migração de Portal Institucional,Migração de Portal Institucional,1.0,,,,high
MINC,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MINC,,Migração de Portal Institucional,Migração de Portal Institucional,1.0,,,,high
MINC,,Migração de Portal Institucional,Migração de Portal Institucional,1.0,,,,high
MINC,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MINC,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MINC,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MINC,,Migração de Portal Institucional,Migração de Portal Institucional,1.0,,,,high
MJSP,PPSI Ciclo 4,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,jan/25,high
MJSP,PPSI Ciclo 5,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MJSP,PPSI Ciclo 6,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MJSP,PPSI Ciclo 7,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MJSP,PPSI Ciclo 3,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MJSP,PPSI Ciclo 4,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MJSP,PPSI Ciclo 5,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MJSP,PPSI Ciclo 6,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MJSP,PPSI Ciclo 7,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MJSP,Carteira de Identidade Nacional,Evolução do Serviço,Evolução do Serviço,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
MJSP,Celular Seguro,Evolução do Serviço,Evolução do Serviço,1.0,,Serviços Digitais e Melhoria da Qualidade,dez/25,high
MJSP,Visitar Preso do Sistema Penitenciário Federal,Evolução do Serviço,Evolução do Serviço,1.0,,Serviços Digitais e Melhoria da Qualidade,jun/25,high
MJSP,Consultar Mandado de Prisão,Implantação da Experiência LabQ,Implantação da Experiência LabQ,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/26,high
MJSP,Reclamar contra serviço ou produto de empresas privadas – consumidor.gov.br,Implantação da Experiência LabQ,Implantação da Experiência LabQ,1.0,,Serviços Digitais e Melhoria da Qualidade,jun/25,high
MJSP,Registrar Ocorrência Policial Online (DEVIR),Implantação da Experiência LabQ,Implantação da Experiência LabQ,1.0,,Serviços Digitais e Melhoria da Qualidade,ago/26,high
MJSP,Solicitar Naturalização Brasileira,Implantação da Experiência LabQ,Implantação da Experiência LabQ,1.0,,Serviços Digitais e Melhoria da Qualidade,set/25,high
MJSP,Acompanhar andamento do processo de solicitação de refúgio,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,ago/25,high
MJSP,Adicionar imagens de desaparecido no aplicativo Sinesp Cidadão,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
MJSP,Apresentar manifestação de vontade para pedido de visto para reunião familiar,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,ago/25,high
MJSP,Autorizar funcionamento de Organização Estrangeira no Brasil (OE),Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,ago/25,high
MJSP,Cadastrar Participação Cidadã em Matéria de Segurança Pública (Sinesp Cidadão),Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
MJSP,Cadastrar-se como proprietário de veículo no aplicativo Sinesp Cidadão,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
MJSP,Carteira de Identidade Nacional (CIN),Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
MJSP,Celular Seguro,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
MJSP,Consultar Mandado de Prisão,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
MJSP,Consultar os criminosos mais procurados do Brasil,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
MJSP,Consultar pessoa desaparecida,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
MJSP,Consultar Restrição de Roubo/Furto de Veículo (Sinesp),Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
MJSP,Consultar sobre adoção internacional,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,ago/25,high
MJSP,Consumidor.gov.br,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
MJSP,Converter solicitação de refúgio principal em pedido de extensão dos efeitos da condição de refugiado,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,ago/25,high
MJSP,Corrigir notificação emitida pela CGConare,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,ago/25,high
MJSP,Desistir da solicitação de refúgio,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,ago/25,high
MJSP,"Entregar voluntariamente arma de fogo, munição e acessórios",Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,ago/25,high
MJSP,Escola Segura,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,ago/25,high
MJSP,Informar localização de desaparecido no aplicativo Sinesp Cidadão,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,Serviços Digitais e Melhoria da Qualidade,mar/25,high
